update,total number of tasks solved
28300,601
28400,560
28500,666
28600,578
28700,532
28800,568
28900,534
29000,566
29100,602
29200,548
29300,581
29400,589
29500,573
29600,595
29700,512
29800,546
29900,676
30000,584
30100,581
30200,707
30300,562
30400,570
30500,594
30600,598
30700,575
30800,579
30900,576
31000,601
31100,503
31200,586
31300,604
31400,505
31500,553
31600,574
31700,586
31800,620
31900,569
32000,634
32100,578
32200,534
32300,653
32400,543
32500,542
32600,607
32700,664
32800,696
32900,540
33000,543
33100,658
33200,538
33300,460
33400,555
33500,554
33600,578
33700,553
33800,602
33900,621
34000,553
34100,615
34200,564
34300,567
34400,639
34500,551
34600,538
34700,574
34800,497
34900,554
35000,573
35100,588
35200,555
35300,572
35400,548
35500,599
35600,590
35700,600
35800,571
35900,644
36000,553
36100,561
36200,648
36300,584
36400,567
36500,590
36600,572
36700,633
36800,662
36900,569
37000,578
37100,580
37200,597
37300,527
37400,628
37500,584
37600,596
37700,554
37800,523
37900,619
38000,594
38100,563
38200,539
38300,623
38400,615
38500,721
38600,557
38700,529
38800,556
38900,646
39000,600
39100,594
39200,577
39300,604
39400,621
39500,578
39600,666
39700,553
39800,522
39900,600
40000,617
40100,573
40200,622
40300,509
40400,511
40500,607
40600,552
40700,497
40800,590
40900,568
41000,545
41100,589
41200,600
41300,556
41400,644
41500,591
41600,544
41700,586
41800,555
41900,580
42000,603
42100,544
42200,619
42300,573
42400,628
42500,554
42600,576
42700,651
42800,492
42900,542
43000,558
43100,537
43200,591
43300,605
43400,635
43500,549
43600,611
43700,621
43800,548
43900,551
44000,623
44100,598
44200,528
44300,629
44400,542
44500,606
44600,607
44700,608
44800,601
44900,577
45000,528
45100,606
45200,568
45300,566
45400,471
45500,590
45600,562
45700,589
45800,530
45900,516
46000,533
46100,623
46200,571
46300,552
46400,514
46500,533
46600,585
46700,656
46800,559
46900,566
47000,528
47100,509
47200,571
47300,611
47400,622
47500,539
47600,581
47700,582
47800,484
47900,572
48000,543
48100,559
48200,485
48300,574
48400,569
48500,588
48600,565
48700,640
48800,646
48900,612
49000,612
49100,529
49200,628
49300,598
49400,566
49500,604
49600,583
49700,585
49800,544
49900,595
50000,618
50100,624
50200,572
50300,459
50400,604
50500,606
50600,582
50700,554
50800,554
50900,473
51000,539
51100,643
51200,486
51300,545
51400,520
51500,595
51600,548
51700,582
51800,508
51900,464
52000,606
52100,503
52200,560
52300,569
52400,632
52500,554
52600,565
52700,533
52800,660
52900,569
53000,598
53100,551
53200,517
53300,594
53400,590
53500,532
53600,586
53700,547
53800,607
53900,539
54000,542
54100,590
54200,525
54300,584
54400,528
54500,601
54600,535
54700,587
54800,542
54900,475
55000,569
55100,592
55200,583
55300,630
55400,616
55500,563
55600,596
55700,551
55800,563
55900,666
56000,597
56100,604
56200,620
56300,557
56400,627
56500,476
56600,681
56700,617
56800,605
56900,678
57000,567
57100,630
57200,692
57300,550
57400,590
57500,535
57600,625
57700,547
57800,556
57900,554
58000,546
58100,479
58200,523
58300,638
58400,667
58500,573
58600,551
58700,548
58800,632
58900,577
59000,612
59100,549
59200,591
59300,551
59400,631
59500,525
59600,592
59700,591
59800,597
59900,577
60000,596
60100,549
60200,524
60300,649
60400,528
60500,533
60600,501
60700,615
60800,570
60900,530
61000,571
61100,543
61200,617
61300,624
61400,656
61500,540
61600,581
61700,608
61800,518
61900,721
62000,557
62100,566
62200,610
62300,482
62400,488
62500,636
62600,453
62700,528
62800,581
62900,522
63000,598
63100,576
63200,615
63300,575
63400,597
63500,619
63600,602
63700,545
63800,555
63900,574
64000,541
64100,531
64200,607
64300,568
64400,650
64500,609
64600,562
64700,665
64800,566
64900,600
65000,618
65100,543
65200,630
65300,521
65400,543
65500,554
65600,602
65700,503
65800,565
65900,568
66000,577
66100,606
66200,619
66300,615
66400,576
66500,593
66600,532
66700,653
66800,644
66900,593
67000,571
67100,539
67200,669
67300,511
67400,594
67500,613
67600,559
67700,493
67800,561
67900,614
68000,633
68100,523
68200,643
68300,590
68400,600
68500,604
68600,567
68700,553
68800,612
68900,604
69000,585
69100,604
69200,613
69300,632
69400,571
69500,607
69600,616
69700,590
69800,630
69900,563
70000,557
70100,547
70200,659
70300,627
70400,592
70500,601
70600,535
70700,592
70800,557
70900,566
71000,554
71100,520
71200,580
71300,563
71400,549
71500,550
71600,569
71700,568
71800,542
71900,549
72000,559
72100,563
72200,517
72300,640
72400,522
72500,536
72600,636
72700,616
72800,650
72900,672
73000,562
73100,591
73200,533
73300,596
73400,542
73500,618
73600,565
73700,680
73800,604
73900,491
74000,570
74100,608
74200,500
74300,634
74400,624
74500,591
74600,616
74700,602
74800,488
74900,624
75000,612
75100,468
75200,539
75300,541
75400,568
75500,566
75600,572
75700,505
75800,549
75900,595
76000,550
76100,562
76200,623
76300,526
76400,602
76500,541
76600,468
76700,603
76800,618
76900,559
77000,615
77100,610
77200,606
77300,616
77400,643
77500,507
77600,502
77700,595
77800,547
77900,572
78000,563
78100,601
78200,667
78300,646
78400,585
78500,582
78600,580
78700,596
78800,561
78900,522
79000,536
79100,585
79200,523
79300,614
79400,682
79500,539
79600,603
79700,527
79800,604
79900,534
80000,675
80100,570
80200,599
80300,511
80400,519
80500,587
80600,527
80700,483
80800,496
80900,560
81000,586
81100,547
81200,679
81300,546
81400,574
81500,674
81600,571
81700,584
81800,602
81900,496
82000,629
82100,502
82200,578
82300,597
82400,519
82500,580
82600,566
82700,612
82800,512
82900,585
83000,601
83100,474
83200,657
83300,518
83400,528
83500,592
83600,538
83700,568
83800,485
83900,627
84000,540
84100,480
84200,552
84300,554
84400,576
84500,578
84600,555
84700,632
84800,464
84900,580
85000,644
85100,555
85200,610
85300,571
85400,547
85500,566
85600,612
85700,629
85800,608
85900,584
86000,616
86100,555
86200,576
86300,588
86400,490
86500,656
86600,565
86700,581
86800,603
86900,610
87000,617
87100,529
87200,466
87300,613
87400,585
87500,551
87600,622
87700,575
87800,597
87900,627
88000,533
88100,528
88200,572
88300,555
88400,590
88500,597
88600,555
88700,578
88800,557
88900,536
89000,571
89100,591
89200,570
89300,593
89400,574
89500,678
89600,581
89700,602
89800,576
89900,622
90000,496
90100,673
90200,620
90300,564
90400,591
90500,582
90600,601
90700,495
90800,531
90900,538
91000,599
91100,639
91200,645
91300,551
91400,515
91500,462
91600,636
91700,534
91800,714
91900,681
92000,639
92100,557
92200,535
92300,560
92400,579
92500,569
92600,623
92700,572
92800,503
92900,553
93000,668
93100,695
93200,564
93300,629
93400,492
93500,559
93600,585
93700,624
93800,657
93900,600
94000,529
94100,567
94200,642
94300,521
94400,654
94500,542
94600,568
94700,660
94800,596
94900,560
95000,479
95100,569
95200,554
95300,575
95400,583
95500,574
95600,553
95700,574
95800,604
95900,568
96000,482
96100,520
96200,561
96300,563
96400,587
96500,576
96600,603
96700,584
96800,571
96900,523
97000,595
97100,647
97200,505
97300,523
97400,581
97500,552
97600,545
97700,644
97800,601
97900,563
98000,504
98100,611
98200,634
98300,615
98400,501
98500,612
98600,585
98700,606
98800,572
98900,479
99000,556
99100,625
99200,527
99300,540
99400,459
99500,584
99600,581
99700,532
99800,601
99900,555
100000,0
100100,495
100200,571
100300,510
100400,587
100500,589
100600,495
100700,519
100800,606
100900,607
101000,506
101100,526
101200,578
101300,532
101400,570
101500,621
101600,606
101700,580
101800,658
101900,576
102000,693
102100,526
102200,582
102300,582
102400,583
102500,537
102600,662
102700,646
102800,612
102900,627
103000,619
103100,619
103200,550
103300,654
103400,528
103500,660
103600,572
103700,558
103800,562
103900,595
104000,603
104100,572
104200,611
104300,598
104400,591
104500,584
104600,644
104700,519
104800,660
104900,629
105000,577
105100,675
105200,559
105300,566
105400,587
105500,541
105600,527
105700,512
105800,549
105900,559
106000,589
106100,588
106200,535
106300,527
106400,659
106500,578
106600,540
106700,628
106800,565
106900,576
107000,630
107100,520
107200,543
107300,600
107400,497
107500,540
107600,569
107700,468
107800,480
107900,505
108000,588
108100,568
108200,586
108300,530
108400,568
108500,579
108600,563
108700,524
108800,679
108900,622
109000,607
109100,573
109200,532
109300,603
109400,585
109500,548
109600,566
109700,550
109800,557
109900,610
110000,520
110100,531
110200,695
110300,516
110400,559
110500,613
110600,565
110700,629
110800,551
110900,604
111000,556
111100,585
111200,596
111300,631
111400,559
111500,526
111600,603
111700,548
111800,586
111900,636
112000,612
112100,564
112200,630
112300,599
112400,597
112500,589
112600,507
112700,548
112800,555
112900,623
113000,561
113100,609
113200,637
113300,562
113400,496
113500,567
113600,632
113700,550
113800,636
113900,544
114000,578
114100,633
114200,509
114300,571
114400,574
114500,527
114600,540
114700,558
114800,538
114900,566
115000,581
115100,595
115200,603
115300,535
115400,584
115500,625
115600,540
115700,536
115800,587
115900,556
116000,582
116100,598
116200,686
116300,550
116400,608
116500,573
116600,537
116700,603
116800,648
116900,531
117000,582
117100,546
117200,633
117300,575
117400,612
117500,453
117600,564
117700,624
117800,636
117900,620
118000,563
118100,486
118200,560
118300,557
118400,590
118500,592
118600,625
118700,509
118800,629
118900,476
119000,539
119100,520
119200,620
119300,604
119400,494
119500,655
119600,534
119700,525
119800,559
119900,587
120000,468
120100,510
120200,585
120300,697
120400,531
120500,669
120600,551
120700,541
120800,592
120900,622
121000,578
121100,608
121200,511
121300,517
121400,632
121500,523
121600,552
121700,601
121800,512
121900,552
122000,518
122100,567
122200,662
122300,593
122400,605
122500,515
122600,618
122700,564
122800,561
122900,611
123000,660
123100,566
123200,576
123300,600
123400,561
123500,582
123600,521
123700,547
123800,467
123900,570
124000,692
124100,574
124200,566
124300,560
124400,526
124500,479
124600,611
124700,566
124800,537
124900,540
125000,501
125100,571
125200,634
125300,488
125400,537
125500,508
125600,556
125700,579
125800,620
125900,565
126000,633
126100,589
126200,520
126300,548
126400,629
126500,527
126600,619
126700,608
126800,582
126900,592
127000,628
127100,562
127200,509
127300,558
127400,531
127500,596
127600,588
127700,601
127800,606
127900,572
128000,536
128100,522
128200,610
128300,627
128400,505
128500,575
128600,603
128700,563
128800,592
128900,644
129000,606
129100,560
129200,606
129300,556
129400,538
129500,505
129600,601
129700,480
129800,606
129900,627
130000,606
130100,647
130200,609
130300,578
130400,590
130500,580
130600,582
130700,512
130800,601
130900,579
131000,509
131100,594
131200,575
131300,630
131400,652
131500,568
131600,575
131700,528
131800,596
131900,598
132000,660
132100,580
132200,578
132300,579
132400,567
132500,597
132600,610
132700,623
132800,508
132900,646
133000,568
133100,645
133200,604
133300,614
133400,552
133500,615
133600,654
133700,501
133800,560
133900,522
134000,528
134100,532
134200,571
134300,595
134400,552
134500,533
134600,486
134700,554
134800,621
134900,577
135000,614
135100,605
135200,627
135300,569
135400,666
135500,611
135600,619
135700,552
135800,584
135900,651
136000,522
136100,570
136200,592
136300,584
136400,626
136500,565
136600,643
136700,566
136800,546
136900,637
137000,591
137100,615
137200,559
137300,642
137400,521
137500,551
137600,577
137700,576
137800,588
137900,637
138000,511
138100,558
138200,605
138300,610
138400,535
138500,641
138600,639
138700,594
138800,611
138900,483
139000,601
139100,563
139200,620
139300,595
139400,465
139500,514
139600,646
139700,585
139800,575
139900,584
140000,621
140100,630
140200,608
140300,519
140400,646
140500,501
140600,537
140700,561
140800,596
140900,574
141000,557
141100,545
141200,577
141300,632
141400,651
141500,627
141600,564
141700,553
141800,626
141900,513
142000,583
142100,652
142200,536
142300,581
142400,589
142500,640
142600,563
142700,562
142800,564
142900,524
143000,682
143100,582
143200,531
143300,566
143400,622
143500,629
143600,612
143700,577
143800,583
143900,624
144000,592
144100,556
144200,628
144300,542
144400,626
144500,569
144600,601
144700,689
144800,551
144900,559
145000,570
145100,547
145200,568
145300,613
145400,590
145500,628
145600,584
145700,601
145800,538
145900,554
146000,591
146100,569
146200,635
146300,569
146400,649
146500,512
146600,571
146700,583
146800,599
146900,546
147000,609
147100,580
147200,544
147300,639
147400,591
147500,549
147600,510
147700,602
147800,611
147900,575
148000,535
148100,565
148200,559
148300,538
148400,519
148500,662
148600,585
148700,563
148800,551
148900,546
149000,599
149100,646
149200,511
149300,562
149400,613
149500,549
149600,559
149700,580
149800,630
149900,667
150000,611
150100,566
150200,554
150300,628
150400,527
150500,549
150600,561
150700,552
150800,583
150900,551
151000,534
151100,672
151200,620
151300,579
151400,641
151500,708
151600,512
151700,596
151800,536
151900,551
152000,596
152100,617
152200,518
152300,599
152400,685
152500,531
152600,526
152700,568
152800,609
152900,571
153000,506
153100,550
153200,630
153300,592
153400,605
153500,579
153600,561
153700,634
153800,463
153900,544
154000,536
154100,568
154200,559
154300,601
154400,507
154500,564
154600,562
154700,607
154800,558
154900,565
155000,582
155100,564
155200,620
155300,528
155400,576
155500,541
155600,542
155700,609
155800,601
155900,585
156000,561
156100,515
156200,582
156300,585
156400,534
156500,550
156600,593
156700,585
156800,553
156900,539
157000,545
157100,617
157200,593
157300,591
157400,627
157500,509
157600,580
157700,479
157800,590
157900,555
158000,508
158100,631
158200,549
158300,607
158400,606
158500,633
158600,522
158700,584
158800,596
158900,522
159000,633
159100,542
159200,526
159300,606
159400,665
159500,606
159600,548
159700,508
159800,523
159900,561
160000,452
160100,539
160200,607
160300,599
160400,580
160500,530
160600,635
160700,532
160800,566
160900,577
161000,695
161100,671
161200,512
161300,615
161400,588
161500,590
161600,555
161700,578
161800,665
161900,603
162000,637
162100,575
162200,572
162300,522
162400,621
162500,566
162600,593
162700,640
162800,594
162900,574
163000,545
163100,573
163200,578
163300,560
163400,514
163500,557
163600,615
163700,619
163800,510
163900,621
164000,601
164100,653
164200,535
164300,591
164400,553
164500,612
164600,579
164700,510
164800,641
164900,570
165000,563
165100,566
165200,692
165300,570
165400,609
165500,609
165600,575
165700,640
165800,570
165900,559
166000,515
166100,595
166200,513
166300,496
166400,585
166500,560
166600,670
166700,591
166800,607
166900,592
167000,577
167100,593
167200,586
167300,560
167400,627
167500,634
167600,555
167700,578
167800,595
167900,560
168000,554
168100,553
168200,575
168300,490
168400,547
168500,588
168600,578
168700,665
168800,560
168900,565
169000,596
169100,613
169200,608
169300,543
169400,615
169500,519
169600,559
169700,498
169800,670
169900,586
170000,546
170100,555
170200,550
170300,613
170400,516
170500,592
170600,544
170700,543
170800,591
170900,574
171000,647
171100,632
171200,549
171300,654
171400,554
171500,578
171600,599
171700,560
171800,548
171900,598
172000,483
172100,589
172200,548
172300,490
172400,516
172500,484
172600,558
172700,597
172800,530
172900,507
173000,540
173100,604
173200,632
173300,536
173400,516
173500,569
173600,615
173700,583
173800,547
173900,577
174000,510
174100,627
174200,602
174300,483
174400,671
174500,570
174600,688
174700,585
174800,639
174900,673
175000,502
175100,587
175200,504
175300,577
175400,598
175500,596
175600,562
175700,637
175800,590
175900,577
176000,579
176100,520
176200,573
176300,545
176400,508
176500,603
176600,597
176700,579
176800,594
176900,587
177000,542
177100,551
177200,575
177300,581
177400,602
177500,585
177600,578
177700,620
177800,552
177900,591
178000,571
178100,510
178200,698
178300,613
178400,564
178500,563
178600,630
178700,595
178800,623
178900,546
179000,554
179100,562
179200,506
179300,592
179400,431
179500,555
179600,553
179700,581
179800,608
179900,557
180000,524
180100,573
180200,626
180300,624
180400,522
180500,571
180600,577
180700,544
180800,638
180900,630
181000,552
181100,618
181200,654
181300,505
181400,491
181500,717
181600,530
181700,486
181800,623
181900,627
182000,666
182100,554
182200,593
182300,590
182400,622
182500,530
182600,578
182700,551
182800,568
182900,621
183000,588
183100,615
183200,535
183300,625
183400,517
183500,525
183600,505
183700,657
183800,617
183900,516
184000,616
184100,656
184200,653
184300,642
184400,523
184500,647
184600,623
184700,549
184800,672
184900,610
185000,638
185100,584
185200,637
185300,630
185400,598
185500,575
185600,623
185700,648
185800,546
185900,552
186000,463
186100,667
186200,610
186300,614
186400,584
186500,564
186600,607
186700,549
186800,609
186900,532
187000,582
187100,673
187200,570
187300,651
187400,613
187500,616
187600,576
187700,614
187800,627
187900,602
188000,540
188100,617
188200,569
188300,503
188400,576
188500,577
188600,640
188700,641
188800,629
188900,583
189000,582
189100,532
189200,578
189300,571
189400,658
189500,505
189600,525
189700,476
189800,627
189900,575
190000,545
190100,484
190200,542
190300,616
190400,516
190500,611
190600,625
190700,671
190800,523
190900,466
191000,602
191100,589
191200,589
191300,619
191400,561
191500,549
191600,555
191700,546
191800,564
191900,541
192000,537
192100,562
192200,585
192300,606
192400,588
192500,518
192600,564
192700,555
192800,669
192900,612
193000,563
193100,583
193200,591
193300,615
193400,569
193500,604
193600,546
193700,586
193800,619
193900,550
194000,548
194100,673
194200,525
194300,569
194400,602
194500,548
194600,565
194700,561
194800,567
194900,569
195000,577
195100,590
195200,584
195300,533
195400,597
195500,524
195600,598
195700,634
195800,593
195900,521
196000,608
196100,602
196200,538
196300,545
196400,501
196500,615
196600,653
196700,644
196800,588
196900,600
197000,487
197100,542
197200,621
197300,636
197400,451
197500,529
197600,579
197700,536
197800,663
197900,574
198000,535
198100,558
198200,575
198300,628
198400,590
198500,597
198600,528
198700,570
198800,607
198900,571
199000,485
199100,598
199200,565
199300,577
199400,596
199500,557
199600,596
199700,569
199800,591
199900,585
200000,570
